CustomerKey,Prefix,FirstName,LastName,BirthDate,Address,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
19820,MRS.,ALEXANDRA,COLEMAN,3/3/1956,2715 Euclid Ave.,,F,alexandra29@adventure-works.com,"$60,000 ",2,High School,Professional,N
19822,MR.,CARLOS,ADAMS,1/27/1965,792 Greendell Rd.,,M,carlos42@adventure-works.com,"$90,000 ",4,Partial College,Professional,Y
19823,MRS.,ABIGAIL,FOSTER,10/27/1965,3488 Cook St.,,F,abigail41@adventure-works.com,"$90,000 ",4,Partial College,Professional,Y
19824,MR.,JORDAN,PERRY,5/16/1965,1820 Payot Court,,M,jordan4@adventure-works.com,"$90,000 ",5,Partial College,Professional,Y
19825,MR.,GILBERT,FERRIER,2/13/1965,4770 Catalpa Court,,M,gilbert42@adventure-works.com,"$120,000 ",2,Bachelors,Management,Y
19826,MR.,CLARENCE,ZHAO,8/5/1964,3356 Eastgate Ave.,,M,clarence6@adventure-works.com,"$80,000 ",4,Bachelors,Management,Y
19827,MR.,JUSTIN,SMITH,3/11/1964,6560 Chaparral Court,,M,justin32@adventure-works.com,"$80,000 ",4,Bachelors,Management,Y
19828,MRS.,MADISON,WILSON,1/6/1964,8055 Corrinne Court,,F,madison7@adventure-works.com,"$80,000 ",4,Bachelors,Management,Y
19829,MR.,LUCAS,MITCHELL,9/3/1963,5416 Thornwood Dr.,,M,lucas3@adventure-works.com,"$60,000 ",3,Graduate Degree,Professional,N
19830,MRS.,GABRIELLE,LONG,12/24/1962,7165 Foothill Way,,F,gabrielle32@adventure-works.com,"$70,000 ",1,Bachelors,Professional,Y
19831,MR.,CHARLES,GREEN,8/23/1962,3534 Marvelle Ln.,,M,charles34@adventure-works.com,"$70,000 ",1,Partial College,Skilled Manual,Y
19832,MRS.,SHEILA,HERNANDEZ,11/25/1961,8193 North 126th St,,F,sheila4@adventure-works.com,"$40,000 ",4,High School,Skilled Manual,N
19833,MRS.,MICHELLE,KELLY,2/22/1942,4815 Lenox Ct.,,F,michelle4@adventure-works.com,"$50,000 ",4,Bachelors,Management,Y
19834,MR.,JOHNNY,SHARMA,8/5/1942,2385 Dallis Dr.,,M,johnny10@adventure-works.com,"$50,000 ",4,Bachelors,Management,Y
19835,MRS.,JORDAN,ALLEN,1/9/1942,9261 S Royal Links Circle,,F,jordan52@adventure-works.com,"$60,000 ",3,Graduate Degree,Management,Y
19836,MR.,KEVIN,JAI,8/5/1942,7084 Catanzaro Way,,M,kevin35@adventure-works.com,"$60,000 ",3,Graduate Degree,Management,N
19837,MR.,PHILIP,JIMENEZ,3/11/1942,6871 Bel Air Dr.,,M,philip5@adventure-works.com,"$70,000 ",5,Bachelors,Management,Y
19838,MR.,JARED,RAMIREZ,10/18/1942,4948 Camino Verde,,M,jared10@adventure-works.com,"$70,000 ",5,Bachelors,Management,Y
19839,MRS.,CARLY,YUAN,7/23/1943,4989 Ridge Park Dr.,,F,carly6@adventure-works.com,"$60,000 ",3,Graduate Degree,Management,N
19840,MRS.,JESSICA,JAMES,9/11/1943,3320 Kentucky Dr.,,F,jessica20@adventure-works.com,"$60,000 ",4,Graduate Degree,Management,Y
19841,MRS.,ALEXANDRIA,JENKINS,10/4/1943,6270 Pinecreek Way,,F,alexandria7@adventure-works.com,"$70,000 ",5,Bachelors,Management,N
19842,MRS.,KATHERINE,PHILLIPS,5/2/1943,7511 Azores Circle,,F,katherine54@adventure-works.com,"$70,000 ",5,Bachelors,Management,Y
19843,MR.,CONNOR,KUMAR,6/20/1943,717 Westwood Court,,M,connor23@adventure-works.com,"$70,000 ",5,Bachelors,Management,Y
19844,MRS.,EMMA,MURPHY,9/3/1943,2212 O St.,,F,emma32@adventure-works.com,"$70,000 ",5,Bachelors,Management,Y
19845,MR.,FERNANDO,HERNANDEZ,2/8/1943,5670 Melinda Court,,M,fernando24@adventure-works.com,"$70,000 ",5,Bachelors,Management,Y
19846,MR.,SETH,PATTERSON,10/22/1943,76 Woodcrest Dr.,,M,seth58@adventure-works.com,"$70,000 ",5,Bachelors,Management,Y
19847,MR.,BRENDAN,ANAND,2/26/1943,6443 Claudia Dr.,,M,brendan20@adventure-works.com,"$70,000 ",5,Bachelors,Management,Y
19848,MR.,BRYANT,MALHOTRA,2/13/1943,8447 East Lake Court,,M,bryant5@adventure-works.com,"$80,000 ",5,Bachelors,Management,Y
19849,MR.,JORGE,WU,4/15/1944,7725 Cambelback Pl.,,M,jorge8@adventure-works.com,"$40,000 ",4,High School,Professional,N
19850,MR.,JEREMIAH,HILL,7/17/1944,2639 Tono Lane,,M,jeremiah16@adventure-works.com,"$40,000 ",4,High School,Professional,N
19851,MR.,LOUIS,PAL,6/4/1945,2171 H Stagecoach Rd,,M,louis28@adventure-works.com,"$70,000 ",4,Bachelors,Management,Y
19852,MR.,ERIC,CARTER,10/23/1945,7338 Solano Drive,,M,eric52@adventure-works.com,"$70,000 ",5,Bachelors,Management,Y
19853,MR.,RICKY,RAMOS,8/13/1946,7125 Rollinghill Way,,M,ricky18@adventure-works.com,"$70,000 ",5,Bachelors,Management,Y
19854,MRS.,KATHERINE,HALL,10/17/1946,5202 Shenandoah Dr.,,F,katherine95@adventure-works.com,"$70,000 ",5,Bachelors,Management,Y
19855,MR.,JOHN,SMITH,2/26/1946,5243 Harmony Way,,M,john37@adventure-works.com,"$70,000 ",5,Bachelors,Management,Y
19856,,TAMMY,MADAN,6/16/1946,6230 Blue Ridge,,NA,tammy8@adventure-works.com,"$60,000 ",4,Bachelors,Management,Y
19857,MRS.,MEGAN,ROGERS,9/13/1946,6524 Geriola Court,,F,megan30@adventure-works.com,"$60,000 ",4,Bachelors,Management,Y
19858,MRS.,JENNA,COLLINS,10/23/1946,2454 Clayton Way,,F,jenna2@adventure-works.com,"$60,000 ",4,Bachelors,Management,Y
19859,MRS.,LISA,ZHAO,7/11/1946,5659 Beauer Lane,,F,lisa14@adventure-works.com,"$60,000 ",4,Bachelors,Management,Y
19860,MRS.,SARA,YOUNG,10/13/1947,7154 Broadway,,F,sara44@adventure-works.com,"$70,000 ",2,Partial College,Professional,Y
19861,MRS.,CAROLINE,PERRY,9/4/1947,3268 Hilltop Dr.,,F,caroline9@adventure-works.com,"$70,000 ",2,Partial College,Professional,Y
19862,MRS.,EMILY,HARRIS,8/10/1948,5018 Bloching Circle,,F,emily14@adventure-works.com,"$40,000 ",2,High School,Professional,N
19863,MRS.,PAIGE,POWELL,9/13/1948,1386 Fillet Ave.,,F,paige9@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y
19864,MR.,ISAIAH,BROOKS,12/17/1948,6045 Holiday Hills Dr.,,M,isaiah1@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y
19865,MRS.,HAILEY,BUTLER,2/5/1948,2668 E. 79th Street,,F,hailey34@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y
19866,MR.,MARTIN,PATEL,6/17/1948,7581 Alaska Dr.,,M,martin8@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y
19868,MR.,KYLE,JENKINS,12/24/1948,7113 Eastgate Ave.,,M,kyle2@adventure-works.com,"$60,000 ",2,Bachelors,Management,Y
19869,MRS.,CAROL,BROOKS,5/21/1948,2281 West Road,,F,carol23@adventure-works.com,"$70,000 ",4,Partial College,Professional,Y
19870,MR.,JAMES,MARTIN,10/17/1949,2068 Suzanne Dr.,,M,james87@adventure-works.com,"$40,000 ",2,Partial High School,Skilled Manual,Y
19871,MR.,BRYCE,RIVERA,3/17/1949,145 W. Watson Court,,M,bryce16@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y
19872,MRS.,FAITH,FOSTER,3/26/1950,2841 MacArthur Ave.,,F,faith15@adventure-works.com,"$40,000 ",2,Partial High School,Skilled Manual,N
19873,MR.,DYLAN,THOMAS,8/3/1950,1173 Dale Pl.,,M,dylan41@adventure-works.com,"$40,000 ",2,Partial High School,Skilled Manual,Y
19874,MRS.,SARA,ROGERS,3/26/1950,4123 Lakehurst Dr.,,F,sara21@adventure-works.com,"$40,000 ",2,Partial High School,Skilled Manual,Y
19875,MR.,PATRICK,JAMES,5/19/1950,2708 Stephanie Way,,M,patrick5@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y
19876,MR.,NATHAN,EDWARDS,6/13/1950,8568 Rolando Ave.,,M,nathan31@adventure-works.com,"$60,000 ",2,Partial College,Professional,N
19877,MR.,STEVE,ZHENG,4/23/1950,64 Sandy Cove Lane,,M,steve22@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y
19878,MRS.,MORGAN,JACKSON,7/27/1950,3522 B Wildbrook Ct.,,F,morgan34@adventure-works.com,"$70,000 ",4,Partial College,Professional,Y
19879,MR.,IAN,GREEN,5/17/1950,7927 Saclan Terr.,,M,ian29@adventure-works.com,"$70,000 ",4,Partial College,Professional,Y
19880,MRS.,EMMA,BENNETT,5/16/1950,1640 Windmill Way,,F,emma49@adventure-works.com,"$70,000 ",4,Partial College,Professional,N
19881,MR.,AIDAN,LONG,4/21/1950,6299 Ayers Rd.,,M,aidan10@adventure-works.com,"$80,000 ",3,Bachelors,Management,Y
19882,MR.,RICHARD,PHILLIPS,6/23/1950,2922 Vista Way,,M,richard34@adventure-works.com,"$80,000 ",3,Bachelors,Management,Y
19883,MR.,KEVIN,YOUNG,10/18/1950,492 Pierce Court,,M,kevin53@adventure-works.com,"$80,000 ",3,Bachelors,Management,Y
19884,MR.,JAMES,SIMMONS,4/9/1951,7367 Walters Way,,M,james31@adventure-works.com,"$60,000 ",2,High School,Professional,Y
19885,MR.,ISAAC,TURNER,9/22/1951,5191 Gilly Lane,,M,isaac27@adventure-works.com,"$60,000 ",2,High School,Professional,Y
19886,MR.,MARCUS,BUTLER,8/2/1951,4977 Martin St.,,M,marcus64@adventure-works.com,"$60,000 ",2,High School,Professional,Y
19887,MRS.,OLIVIA,WALKER,12/18/1951,3055 Mt. Trinity Ct.,,F,olivia22@adventure-works.com,"$60,000 ",2,Partial College,Professional,N
19888,MR.,CARSON,WASHINGTON,1/3/1951,4341 Ceemar Court,,M,carson12@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y
19889,MRS.,CATHERINE,SANDERS,6/21/1952,2673 Adobe St.,,F,catherine4@adventure-works.com,"$70,000 ",2,Partial High School,Skilled Manual,N
19890,MR.,LEE,ALVAREZ,8/22/1952,5623 Detroit Ave.,,M,lee2@adventure-works.com,"$70,000 ",2,Partial High School,Skilled Manual,Y
19891,MRS.,JENNIFER,MORGAN,11/16/1952,6864 Oakleaf Ct.,,F,jennifer58@adventure-works.com,"$60,000 ",2,High School,Professional,Y
19892,MR.,RICHARD,CAMPBELL,5/23/1952,69 Market Pl.,,M,richard35@adventure-works.com,"$60,000 ",2,High School,Professional,Y
19893,MR.,EVAN,BAKER,2/22/1952,1565 Esperanea Dr.,,M,evan32@adventure-works.com,"$60,000 ",2,High School,Professional,Y
19894,MR.,ELIJAH,SHARMA,7/13/1952,5023 Stephine Way,,M,elijah4@adventure-works.com,"$60,000 ",2,High School,Professional,Y
19895,MR.,RICKY,JIMENEZ,2/23/1952,9428 Mehaffey Way,,M,ricky5@adventure-works.com,"$60,000 ",2,High School,Professional,Y
19896,MRS.,KAITLYN,THOMAS,2/16/1952,5796 Lightwood Dr.,,F,kaitlyn33@adventure-works.com,"$60,000 ",2,High School,Professional,Y
19897,MRS.,GABRIELLA,NELSON,4/7/1953,456 Stanford Way,,F,gabriella32@adventure-works.com,"$70,000 ",4,Partial College,Professional,Y
19898,MRS.,DESIREE,SERRANO,5/10/1958,7078 Kenston Dr.,,F,desiree13@adventure-works.com,"$130,000 ",2,Bachelors,Management,N
19899,MR.,MARCUS,RICHARDSON,3/19/1957,1992 La Vista Ave.,,M,marcus85@adventure-works.com,"$110,000 ",2,Partial College,Professional,Y
19900,MRS.,ZOE,RICHARDSON,2/8/1957,1524 Reva Dr.,,F,zoe8@adventure-works.com,"$120,000 ",2,High School,Professional,Y
19901,MR.,RONALD,SARA,10/23/1957,6691 Brookview Dr,,M,ronald12@adventure-works.com,"$130,000 ",3,Partial College,Professional,Y
19902,MR.,JOHNNY,PAL,9/12/1956,6478 Fenway,,M,johnny13@adventure-works.com,"$100,000 ",2,Partial College,Professional,Y
19903,MR.,MARCUS,NELSON,12/4/1956,4555 Hackney Lane,,M,marcus37@adventure-works.com,"$100,000 ",2,High School,Professional,Y
19904,MRS.,JASMINE,GRAY,3/14/1956,4596 West St.,,F,jasmine34@adventure-works.com,"$120,000 ",3,High School,Professional,Y
19905,MRS.,CHELSEA,FERNANDEZ,10/21/1956,5583 Peterson Pl.,,F,chelsea17@adventure-works.com,"$170,000 ",3,Partial College,Professional,N
19906,MR.,ARMANDO,MUÑOZ,5/3/1956,8533 Valley Oak Plaza,,M,armando7@adventure-works.com,"$170,000 ",3,High School,Professional,Y
19907,MR.,BRUCE,DIAZ,10/5/1955,7118 Elliott Dr.,,M,bruce25@adventure-works.com,"$100,000 ",2,High School,Professional,Y
19908,MRS.,PAMELA,PRASAD,7/8/1955,323 Choctaw Court,,F,pamela12@adventure-works.com,"$100,000 ",2,High School,Professional,Y
19909,MR.,GEOFFREY,CHANDRA,3/9/1955,1819 Weston Court,,M,geoffrey2@adventure-works.com,"$110,000 ",3,Partial College,Professional,Y
19910,,ORLANDO,RUBIO,6/4/1955,7932 Hope Drive,,NA,orlando21@adventure-works.com,"$130,000 ",3,Partial College,Professional,Y
19911,MRS.,VALERIE,CHEN,7/19/1955,9682 Concord,,F,valerie3@adventure-works.com,"$130,000 ",3,Partial College,Professional,N
19912,MRS.,TARA,XIE,6/1/1955,6050 Camino Ricardo,,F,tara3@adventure-works.com,"$160,000 ",2,High School,Professional,Y
19913,MRS.,JENNIFER,PEREZ,6/5/1944,710 Longbrook Way,,F,jennifer14@adventure-works.com,"$70,000 ",5,High School,Professional,Y
19914,MR.,WILLIE,MA,4/27/1944,7332 Blue Jay Drive,,M,willie14@adventure-works.com,"$80,000 ",5,Bachelors,Management,Y
19915,MRS.,CLAUDIA,MCDONALD,9/20/1944,2246 Breaker Dr.,,F,claudia10@adventure-works.com,"$100,000 ",2,Graduate Degree,Management,Y
19916,MRS.,KATIE,XIE,12/6/1944,1778 Hamilton Ave.,,F,katie6@adventure-works.com,"$170,000 ",3,Graduate Degree,Management,Y
19917,MRS.,JENNY,CHANDER,2/8/1944,9601 Santa Fe Dr.,,F,jenny38@adventure-works.com,"$170,000 ",3,Bachelors,Management,Y
19918,MRS.,JOY,ALONSO,4/19/1944,5322 Mitchell Canyon Rd.,,F,joy9@adventure-works.com,"$170,000 ",4,Bachelors,Management,Y
19919,MRS.,REBEKAH,JOHNSEN,7/21/1945,744 OHara Avenue,,F,rebekah25@adventure-works.com,"$150,000 ",3,Graduate Degree,Management,Y
19920,MRS.,MEREDITH,SANCHEZ,4/9/1946,3440 Concord Ct.,,F,meredith20@adventure-works.com,"$90,000 ",5,Partial College,Professional,Y
19921,MRS.,CARA,CAI,2/5/1946,1772 Virginia Circle,,F,cara17@adventure-works.com,"$110,000 ",3,Bachelors,Management,Y
19922,MRS.,NANCY,GONZALEZ,10/25/1954,4722 Carrick Ct.,,F,nancy22@adventure-works.com,"$90,000 ",4,High School,Professional,Y
19923,MR.,JOE,PRASAD,11/3/1954,5963 Meadow Lane,,M,joe12@adventure-works.com,"$100,000 ",3,High School,Professional,Y
19924,MR.,DOUGLAS,PEREZ,4/20/1954,9167 Jennifer Way,,M,douglas25@adventure-works.com,"$120,000 ",2,Partial High School,Professional,Y
19925,MRS.,MADISON,JENKINS,11/14/1954,663 Contra Loma Blvd.,,F,madison42@adventure-works.com,"$130,000 ",3,Partial College,Professional,Y
19926,MRS.,ALEXANDRIA,DIAZ,5/6/1954,4122 Ruth Drive,,F,alexandria22@adventure-works.com,"$130,000 ",3,Partial College,Professional,N
19927,MR.,RUBEN,FERNANDEZ,7/26/1954,8526 Krueger Drive,,M,ruben17@adventure-works.com,"$170,000 ",5,High School,Professional,Y
19928,MS.,JAIME,SANZ,6/4/1954,4895 Hickory Drive,,F,jaime22@adventure-works.com,"$170,000 ",0,High School,Professional,Y
19929,MR.,DALE,CHANDER,9/16/1953,6898 Roxie Lane,,M,dale13@adventure-works.com,"$100,000 ",3,Bachelors,Management,Y
19930,MR.,TONY,TANG,8/6/1953,6177 Golf Club Road,,M,tony7@adventure-works.com,"$110,000 ",2,Partial College,Professional,N
19931,MR.,DARRYL,XU,11/22/1953,1091 Bloching Circle,,M,darryl12@adventure-works.com,"$120,000 ",2,Bachelors,Management,N
19932,MR.,JAVIER,SANZ,7/25/1952,7966 Oak Wood Court,,M,javier13@adventure-works.com,"$80,000 ",4,Partial College,Professional,Y
19933,MRS.,NICHOLE,DENG,2/16/1952,5790 Amigo Ln.,,F,nichole1@adventure-works.com,"$120,000 ",4,Partial College,Professional,Y
19934,MR.,NEIL,BLANCO,6/27/1951,5576 Westminster Pl.,,M,neil14@adventure-works.com,"$80,000 ",5,High School,Professional,Y
19935,MR.,CLINTON,NAVARRO,12/22/1951,3654 Alaska Dr.,,M,clinton7@adventure-works.com,"$100,000 ",3,Partial College,Professional,Y
19936,MR.,COREY,LUO,9/12/1950,3694 Sun View Court,,M,corey5@adventure-works.com,"$100,000 ",3,Partial College,Management,Y
19937,MR.,JIMMY,GOMEZ,12/20/1950,4681 Mt. Whitney,,M,jimmy3@adventure-works.com,"$100,000 ",3,Partial College,Management,Y
19938,MRS.,CHELSEA,PATEL,7/27/1950,4976 Singingwood Court,,F,chelsea3@adventure-works.com,"$150,000 ",4,Bachelors,Management,Y
19939,MR.,ALVIN,WANG,8/5/1950,6217 W. Watson Court,,M,alvin2@adventure-works.com,"$160,000 ",2,Partial College,Management,Y
19940,MRS.,ROSA,YE,2/15/1949,9421 South Royal Links,,F,rosa10@adventure-works.com,"$160,000 ",3,Partial College,Management,N
19941,MR.,CEDRIC,LIANG,3/11/1949,917 Sunset Meadows Ln.,,M,cedric16@adventure-works.com,"$160,000 ",3,High School,Management,N
19942,MR.,ARMANDO,NAVARRO,8/8/1949,7031 Horseshoe Circle,,M,armando10@adventure-works.com,"$170,000 ",5,Partial College,Management,N
19943,MR.,WALTER,CARLSON,2/27/1948,8780 Stephanie Way,,M,walter11@adventure-works.com,"$90,000 ",4,High School,Management,N
19944,MR.,JONATHON,SUAREZ,8/10/1948,5149 Atchinson Stage Ct.,,M,jonathon15@adventure-works.com,"$90,000 ",4,Partial High School,Skilled Manual,N
19945,MR.,PHILLIP,GARCIA,6/22/1947,9808 Holiday Hills,,M,phillip16@adventure-works.com,"$80,000 ",5,Partial High School,Skilled Manual,Y
19946,MRS.,TAMARA,RAJE,6/9/1947,6431 Adobe Dr.,,F,tamara25@adventure-works.com,"$120,000 ",5,High School,Management,Y
19947,MR.,DARRYL,LIU,5/26/1975,2708 Saclan Terr.,,M,darryl4@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N
19948,MS.,LACEY,HU,10/22/1975,2240 Inverness Dr.,,F,lacey33@adventure-works.com,"$70,000 ",0,Bachelors,Professional,Y
19949,MS.,NIÑIA,ANAND,12/26/1976,7407 Spring Water St.,,F,niñia0@adventure-works.com,"$70,000 ",0,Bachelors,Professional,Y
19950,MR.,RONNIE,LU,1/11/1976,7194 Rosina Court,,M,ronnie9@adventure-works.com,"$80,000 ",0,Bachelors,Professional,Y
19951,MR.,ROY,MORENO,7/26/1976,5271 Sierra Road,,M,roy27@adventure-works.com,"$80,000 ",0,Bachelors,Professional,N
19952,MS.,ADRIENNE,MARTIN,3/28/1975,7967 Panoramic Ave.,,F,adrienne0@adventure-works.com,"$80,000 ",0,Bachelors,Professional,Y
19953,MR.,DARRELL,LAL,2/23/1974,6299 Bourton Ct.,,M,darrell17@adventure-works.com,"$70,000 ",0,Bachelors,Professional,Y
19955,MR.,JAKE,GAO,5/12/1973,9249 Norris Court,,M,jake13@adventure-works.com,"$80,000 ",0,Bachelors,Professional,Y
19956,MS.,SUSAN,SHE,12/24/1973,7835 Rio Blanco Dr.,,F,susan34@adventure-works.com,"$80,000 ",0,Bachelors,Professional,Y
19957,MR.,ARTHUR,MEHTA,3/19/1974,1040 Northridge Road,,M,arthur16@adventure-works.com,"$90,000 ",0,Bachelors,Professional,Y
19958,MS.,ERIKA,ROMERO,12/6/1973,2535 Park Lane,,F,erika6@adventure-works.com,"$90,000 ",0,Bachelors,Professional,Y
19959,MS.,TABITHA,MORENO,3/11/1973,8649 Cornwall Court,,F,tabitha26@adventure-works.com,"$100,000 ",0,High School,Management,Y
19960,MR.,PHIL,SPENCER,2/2/1973,399 Orange Street,,M,phil0@adventure-works.com,"$100,000 ",0,High School,Management,Y
19961,MS.,KRISTIN,SHE,2/5/1972,6767 Stinson,,F,kristin2@adventure-works.com,"$80,000 ",0,Bachelors,Professional,N
19962,MR.,DOMINIC,PRASAD,10/8/1973,1426 Waterfall Way,,M,dominic9@adventure-works.com,"$110,000 ",0,Partial College,Management,Y
19963,MR.,GEOFFREY,FERNANDEZ,11/20/1973,8048 Shepberry Court,,M,geoffrey13@adventure-works.com,"$120,000 ",0,Partial High School,Professional,Y
19964,MS.,GLORIA,ALONSO,6/11/1973,5618 Mill Rd.,,F,gloria8@adventure-works.com,"$120,000 ",0,Partial High School,Professional,Y
19965,MR.,JAY,LOPEZ,11/13/1973,2494 Beauer Lane,,M,jay23@adventure-works.com,"$130,000 ",4,High School,Management,Y
19966,MS.,ABBY,SANCHEZ,7/23/1972,318 Liana Lane,,F,abby17@adventure-works.com,"$90,000 ",0,Bachelors,Professional,Y
19967,MR.,DEVON,DENG,11/1/1972,104 Hilltop Dr.,,M,devon0@adventure-works.com,"$90,000 ",0,Bachelors,Professional,N
19968,MS.,KATRINA,CHANDE,7/28/1972,8181 Landana Dr.,,F,katrina13@adventure-works.com,"$100,000 ",0,High School,Management,N
19969,MR.,JAKE,GUO,3/25/1971,8221 Argyll Ave.,,M,jake15@adventure-works.com,"$80,000 ",0,Bachelors,Professional,Y
19970,MRS.,TANYA,JIMENEZ,11/8/1972,6553 San Miguel Rd.,,F,tanya1@adventure-works.com,"$130,000 ",4,High School,Management,Y
19971,MR.,JEFFERY,LU,7/5/1971,9503 Olivera Rd.,,M,jeffery12@adventure-works.com,"$100,000 ",0,High School,Management,Y
19972,MS.,LINDSAY,CHANDER,11/17/1971,745 Harvey Way,,F,lindsay16@adventure-works.com,"$100,000 ",0,High School,Management,Y
19973,MR.,COLIN,ZHU,10/15/1970,3949 Eastgate Ave.,,M,colin15@adventure-works.com,"$90,000 ",0,Bachelors,Professional,N
19974,MR.,GEORGE,FERNANDEZ,8/13/1970,5444 Flamingo Dr.,,M,george22@adventure-works.com,"$100,000 ",0,High School,Management,Y
19975,MS.,BRITTNEY,ZHANG,9/16/1970,8903 Suzanne Dr.,,F,brittney0@adventure-works.com,"$100,000 ",0,Partial High School,Professional,Y
19976,MS.,TAMARA,SUN,4/7/1970,490 Alan Dr.,,F,tamara2@adventure-works.com,"$110,000 ",0,High School,Management,Y
19977,MS.,KRISTINE,GILL,10/10/1970,6857 Cypress Ave.,,F,kristine14@adventure-works.com,"$120,000 ",0,Partial High School,Professional,Y
19978,MR.,MARSHALL,YUAN,4/28/1971,8861 Flamingo Dr,,M,marshall28@adventure-works.com,"$110,000 ",0,Partial High School,Professional,Y
19979,MS.,JANET,BROWNING,12/24/1971,8139 Clark Creek Lane,,F,janet21@adventure-works.com,"$120,000 ",0,Partial High School,Management,Y
19980,MRS.,ALEXANDRA,CARTER,8/3/1964,3053 W. Watson Court,,F,alexandra52@adventure-works.com,"$90,000 ",5,Partial College,Professional,Y
19981,MRS.,KELLY,RUSSELL,3/18/1972,2585 La Salle Ct.,,F,kelly24@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y
19982,MR.,CHARLES,COX,1/22/1972,7752 Sunset Meadows Ln.,,M,charles59@adventure-works.com,"$70,000 ",1,Graduate Degree,Professional,Y
19983,MR.,MICHAEL,MARTINEZ,5/20/1970,7539 Santa Fe Court,,M,michael49@adventure-works.com,"$50,000 ",1,Bachelors,Skilled Manual,Y
19984,MRS.,SARA,MORRIS,6/7/1970,5616 Steele Dr.,,F,sara20@adventure-works.com,"$50,000 ",1,Bachelors,Skilled Manual,Y
19985,MRS.,TAMARA,MA,9/24/1969,5657 Ingersoll Terr.,,F,tamara5@adventure-works.com,"$50,000 ",2,Bachelors,Skilled Manual,Y
19986,MRS.,JAMIE,HUANG,7/13/1969,6644 Camino Norte,,F,jamie8@adventure-works.com,"$50,000 ",2,Bachelors,Skilled Manual,Y
19987,MRS.,TAYLOR,MOORE,7/19/1971,6938 Harbor View Dr.,,F,taylor55@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y
19988,MR.,JORDAN,LONG,4/10/1971,8180 Saclan Terr.,,M,jordan6@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y
19989,MR.,ETHAN,THOMPSON,1/13/1971,1385 Panoramic Ave.,,M,ethan49@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y
19990,MR.,PETER,RAI,8/8/1971,2880 Ponderosa Dr.,,M,peter22@adventure-works.com,"$70,000 ",2,Graduate Degree,Professional,Y
19991,MR.,JACOB,THOMAS,10/18/1971,8994 Woodruff Lane,,M,jacob10@adventure-works.com,"$70,000 ",2,Graduate Degree,Professional,Y
19992,MRS.,STEPHANIE,HILL,6/3/1971,744 Piedra Dr.,,F,stephanie66@adventure-works.com,"$70,000 ",3,Graduate Degree,Professional,Y
19993,MR.,NATHAN,RUSSELL,11/20/1969,7112 Thissen Court,,M,nathan16@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y
19994,MRS.,MADELINE,KING,10/22/1968,1771 Wood Ranch Circle,,F,madeline17@adventure-works.com,"$70,000 ",2,Bachelors,Skilled Manual,Y
19995,MRS.,JORDYN,GONZALES,4/9/1968,8393 Stanford St.,,F,jordyn16@adventure-works.com,"$70,000 ",2,Bachelors,Skilled Manual,Y
19996,MR.,GRANT,SHE,5/13/1968,3307 Mt. Trinity Ct.,,M,grant2@adventure-works.com,"$70,000 ",2,Bachelors,Skilled Manual,N
19997,MRS.,BETH,GILL,6/6/1968,2839 Stinson,,F,beth16@adventure-works.com,"$70,000 ",2,Bachelors,Skilled Manual,Y
19998,MRS.,LAURA,LIU,10/5/1967,8006 Mark Twain Dr.,,F,laura11@adventure-works.com,"$40,000 ",5,High School,Skilled Manual,Y
19999,MS.,DANIELLE,BROOKS,1/16/1967,7793 Kaski Ln.,,F,danielle4@adventure-works.com,"$40,000 ",0,Bachelors,Professional,N
20000,MR.,ELIJAH,DIAZ,10/23/1970,5870 Louisiana Dr.,,M,elijah23@adventure-works.com,"$60,000 ",1,Graduate Degree,Professional,Y
20001,MRS.,JORDAN,HILL,1/5/1970,8566 Beatrice Rd.,,F,jordan41@adventure-works.com,"$60,000 ",2,Graduate Degree,Professional,Y
20002,MRS.,ELIZABETH,WHITE,5/6/1970,6898 Shaw Rd.,,F,elizabeth16@adventure-works.com,"$70,000 ",4,Graduate Degree,Professional,Y
20003,MR.,DALTON,GONZALEZ,6/21/1970,9848 Angi Lane,,M,dalton33@adventure-works.com,"$70,000 ",4,Graduate Degree,Professional,Y
20004,MRS.,KAITLIN,PEREZ,11/7/1970,9680 Huston Road,,F,kaitlin20@adventure-works.com,"$70,000 ",4,Graduate Degree,Professional,Y
20005,MR.,KEVIN,ZHANG,10/16/1967,5540 Joseph Ave.,,M,kevin26@adventure-works.com,"$50,000 ",2,Bachelors,Skilled Manual,Y
20006,MRS.,GRACE,MORRIS,7/8/1967,7036 Las Quebrados Ln.,,F,grace27@adventure-works.com,"$50,000 ",2,Bachelors,Skilled Manual,Y
